table,bucket,bucket_slug,bucket_count,model,display,N,SDPE_pct,SDPE_lo,SDPE_hi,MAPE_pct,MedAPE_pct,MSPE_pct,RMSPE_pct,R2,R2_alpha,time_ms
2d_by_size,"$[5,10]$",5_10,360,GART_2.0,GART 2.0,360,4.280487153295413,3.919838655970242,4.67001195038721,3.211611319278459,2.5434571219658952,-0.0037301628417983975,4.2745395255062775,0.9951953286945654,0.9070565927019656,58.671300008427295
2d_by_size,"$[5,10]$",5_10,360,GART,GART 1.0,360,6.927020802171251,6.27068864897155,7.51519182238728,5.272937073859657,4.0776196656613255,0.8458771309124693,6.968919391754783,0.9843663591762872,0.7840967842390707,31.13684998243115
2d_by_size,"$[5,10]$",5_10,360,MST_Ratio,Fixed MST scaling,360,9.990975894822277,9.32640123517235,10.651017335727731,28.95314767143603,29.139360052631496,-28.95314767143603,30.623962557939713,0.7850577792863281,-4.77785940549407,8.768450003117298
2d_by_size,"$[5,10]$",5_10,360,Hilbert,Custom Hilbert sort,360,8.842217655996066,8.112177442137849,9.501498648897979,8.344738427478937,5.772085318207456,8.344737435968458,12.149167704618279,0.9652953520959475,---,0.1782500185072
2d_by_size,"$[5,10]$",5_10,360,Linear_V3,Linear (28-feature block),360,8.995326046886674,8.438010862898318,9.5278158912582,9.027698460145917,7.5341391131876305,-6.726011508486363,11.221869502852972,0.9714441506167509,0.17807339067836048,42.2445499862078
2d_by_size,"$[5,10]$",5_10,360,NN_V3,Neural net (30-feature block),360,6.006355627847788,5.488891099119016,6.50306866180564,4.778606683279688,3.8732267116355334,-0.6841049635964227,6.036894529717154,0.9912710461476567,0.8140182937174182,106.33689998940095
2d_by_size,"$[5,10]$",5_10,360,BHH,BHH,360,9.737332239029936,9.051357798364064,10.401017992877213,59.320303453806304,57.7151114894194,-59.320303453806304,60.11198436426422,0.20297899342569303,---,4.5501500135287
2d_by_size,"$[5,10]$",5_10,360,Cavdar,Cavdar--Sokol,360,15.851472072595648,14.817520281979165,16.811865644129327,43.18690897360353,41.38197596134282,-43.18690897360353,45.99652490846053,0.5196667076626527,---,3.53785001789215
2d_by_size,"$[5,10]$",5_10,360,Calibrated_MST_d,Calibrated MST ratio $\hat\rho(d)$,360,11.719982636454388,10.94468569067799,12.497581253159979,17.849018563040907,16.876441447366958,-16.658003739451487,20.35842655024744,0.9036341462969059,-1.7330479638992147,9.899600001517648
2d_by_size,"$[5,10]$",5_10,360,Calibrated_MST_dn,"Calibrated MST ratio $\hat\rho(d,n)$",360,14.222890472809176,13.24426570476616,15.155583222113505,11.69412875519113,10.185159187890015,1.1404300985942775,14.248834192338194,0.9494316401272163,-0.0033571979888880055,10.58825003565285
