band,rows,cells,feature,abs_share,within_cell_share,corr_with_truth_within,r2_within_band,r2_within_alpha,within_frac_of_target_var
d6_10,3240,30,large_edge_count,0.022257926674756442,0.016521580135003284,0.495091337443299,0.8530925564225853,0.891472598328496,0.1078925302922542
d6_10,3240,30,greedy_nn_over_mst,0.12439772607538796,0.3672762121782195,0.771567010978373,0.8530925564225853,0.891472598328496,0.1078925302922542
d15_25,1944,18,n_customers,0.10235349344260786,0.14139891265010188,0.7299347335457761,0.8907303013433856,0.9284078160916457,0.0776177488224672
d15_25,1944,18,dimension,0.035821871144214194,-0.008815924693504519,-0.07700585150803574,0.8907303013433856,0.9284078160916457,0.0776177488224672
d15_25,1944,18,log_bounding_hypervolume,0.04426490036362158,0.013866203465217272,0.08834793514339605,0.8907303013433856,0.9284078160916457,0.0776177488224672
d15_25,1944,18,bounding_hypervolume,0.02301146037605747,0.006568529586325696,0.08613866580355557,0.8907303013433856,0.9284078160916457,0.0776177488224672
d15_25,1944,18,log_node_density,0.0023069290377629105,0.0013060235402799793,0.11260775964391673,0.8907303013433856,0.9284078160916457,0.0776177488224672
d15_25,1944,18,node_density,0.0036765767266138073,-0.004630301163741655,-0.398898545134705,0.8907303013433856,0.9284078160916457,0.0776177488224672
d15_25,1944,18,aspect_ratio,0.0052440357018476765,0.005325631308643893,0.11363744098102661,0.8907303013433856,0.9284078160916457,0.0776177488224672
d15_25,1944,18,centroid_dist_mean,0.005706183406313675,0.00037829686700089276,0.020753812408863835,0.8907303013433856,0.9284078160916457,0.0776177488224672
d15_25,1944,18,centroid_dist_std,0.02228210529228637,0.010324910434145422,0.0903603499611992,0.8907303013433856,0.9284078160916457,0.0776177488224672
d15_25,1944,18,centroid_dist_max,0.002101669324676648,0.0008891692291042574,0.06567863984898908,0.8907303013433856,0.9284078160916457,0.0776177488224672
d15_25,1944,18,centroid_dist_iqr,0.005178306090258278,0.0019570568476862207,0.0642703923565599,0.8907303013433856,0.9284078160916457,0.0776177488224672
d15_25,1944,18,mst_edge_mean,0.0034276416086173917,-0.0008349096549929262,-0.04038517621076458,0.8907303013433856,0.9284078160916457,0.0776177488224672
d15_25,1944,18,mst_edge_std,0.00689942068344102,0.00048062906959589214,0.008562722605124168,0.8907303013433856,0.9284078160916457,0.0776177488224672
d15_25,1944,18,mst_edge_skew,0.0060626164608794325,0.0020117592531004817,0.10253220337584591,0.8907303013433856,0.9284078160916457,0.0776177488224672
d15_25,1944,18,mst_edge_kurtosis,0.005158386052967838,0.002986889745046532,0.11186294910571921,0.8907303013433856,0.9284078160916457,0.0776177488224672
d15_25,1944,18,mst_edge_max,0.004247347719416287,-0.001058358908215771,-0.060972819294929585,0.8907303013433856,0.9284078160916457,0.0776177488224672
d15_25,1944,18,mst_edge_q10,0.0019440580491767512,-0.0005274661324687809,-0.05980889586612044,0.8907303013433856,0.9284078160916457,0.0776177488224672
d15_25,1944,18,mst_edge_q25,0.0041694009629401705,-0.0003874338966174947,-0.02382387186484531,0.8907303013433856,0.9284078160916457,0.0776177488224672
d15_25,1944,18,mst_edge_q50,0.0024811095319280177,-0.0001993541752773202,-0.017522803830768752,0.8907303013433856,0.9284078160916457,0.0776177488224672
d15_25,1944,18,mst_edge_q75,0.003423514487246645,-0.0013416269572119575,-0.06176171844323557,0.8907303013433856,0.9284078160916457,0.0776177488224672
d15_25,1944,18,mst_edge_q90,0.003454803580989926,-0.0015867340791504603,-0.08478383889312212,0.8907303013433856,0.9284078160916457,0.0776177488224672
d15_25,1944,18,mst_dominance_ratio,0.31471315076948103,0.3016090250313485,0.7820844103491144,0.8907303013433856,0.9284078160916457,0.0776177488224672
d15_25,1944,18,mst_gap_ratio,0.013699565075045862,0.00789583767502869,0.1797330674290828,0.8907303013433856,0.9284078160916457,0.0776177488224672
d15_25,1944,18,mst_leaf_ratio,0.016772553958436465,0.02828400703264438,0.3429473176015156,0.8907303013433856,0.9284078160916457,0.0776177488224672
d15_25,1944,18,mst_degree_mean,0.045963914483610674,0.05145488211912847,0.727422511287045,0.8907303013433856,0.9284078160916457,0.0776177488224672
d15_25,1944,18,mst_degree_std,0.010120137024230189,0.01453499186899361,0.25918838860277166,0.8907303013433856,0.9284078160916457,0.0776177488224672
d15_25,1944,18,mst_degree_max,0.005976777526502132,0.0020465054683448045,0.11342123396615345,0.8907303013433856,0.9284078160916457,0.0776177488224672
d15_25,1944,18,mst_diameter,0.01486506888293347,0.005445511833207318,0.05786617288901578,0.8907303013433856,0.9284078160916457,0.0776177488224672
d15_25,1944,18,mst_diameter_normalized,0.09562924945366799,0.054962267625991705,0.316794555339566,0.8907303013433856,0.9284078160916457,0.0776177488224672
d15_25,1944,18,large_edge_count,0.01899548982961603,0.01668367074805054,0.47182201786113687,0.8907303013433856,0.9284078160916457,0.0776177488224672
d15_25,1944,18,greedy_nn_over_mst,0.17004826295261216,0.34897139826219464,0.8343809008658024,0.8907303013433856,0.9284078160916457,0.0776177488224672
d30_50,3240,30,n_customers,0.08392742594533581,0.14452478168358324,0.7254187313636706,0.8275698861704193,0.9583320227604553,0.07197525668856883
d30_50,3240,30,dimension,0.06318272863047913,-0.004188057295996124,-0.10495850720796794,0.8275698861704193,0.9583320227604553,0.07197525668856883
d30_50,3240,30,log_bounding_hypervolume,0.05073877395317642,0.03240531047511108,0.2692696245068413,0.8275698861704193,0.9583320227604553,0.07197525668856883
d30_50,3240,30,bounding_hypervolume,0.02676513627061436,0.017581214227796904,0.27003742845359996,0.8275698861704193,0.9583320227604553,0.07197525668856883
d30_50,3240,30,log_node_density,0.002323471421674446,0.002167985297301132,0.19225755186021828,0.8275698861704193,0.9583320227604553,0.07197525668856883
d30_50,3240,30,node_density,0.0034452719751029205,-0.004791463774216767,-0.47447523828789484,0.8275698861704193,0.9583320227604553,0.07197525668856883
d30_50,3240,30,aspect_ratio,0.003833442956590552,-0.001126623596968603,-0.02665216746163854,0.8275698861704193,0.9583320227604553,0.07197525668856883
