table,bucket,bucket_slug,bucket_count,model,display,N,SDPE_pct,SDPE_lo,SDPE_hi,MAPE_pct,MedAPE_pct,MSPE_pct,RMSPE_pct,R2,R2_alpha,time_ms
2d_random_by_size,"$[5,10]$",5_10,30,GART_2.0,GART 2.0,30,3.511156382880215,2.039946623005312,4.7214253933167365,2.3598250973282164,1.4982485691726652,-0.179691733199802,3.456814664666419,0.9967956450997545,0.8862748448285517,53.8948999892454
2d_random_by_size,"$[5,10]$",5_10,30,GART,GART 1.0,30,5.047461051229665,3.7012515662567327,6.002286890996304,4.0327741012913485,3.3599178704291814,0.7750000152789066,5.022774066048904,0.9928394447517944,0.7759859827279446,32.100550000905
2d_random_by_size,"$[5,10]$",5_10,30,MST_Ratio,Fixed MST scaling,30,7.351389730154423,5.701267153064763,8.670162136712053,26.59460914816812,24.25075258173208,-26.59460914816812,27.55929490528183,0.8370210282115216,-6.710857917890618,8.83079999766775
2d_random_by_size,"$[5,10]$",5_10,30,Hilbert,Custom Hilbert sort,30,9.909036384588923,7.304177823127546,11.325377719591904,9.060178764305784,4.949798053304384,9.060177458223858,13.304241838974189,0.9474399764260264,---,0.1776999997673
2d_random_by_size,"$[5,10]$",5_10,30,Linear_V3,Linear (28-feature block),30,7.227663062637479,5.327097506291786,8.662968569333573,6.347559687792862,4.043104844541684,-4.609727143447816,8.470383338776347,0.9793649278705917,0.18650956366638027,39.686350006377246
2d_random_by_size,"$[5,10]$",5_10,30,NN_V3,Neural net (30-feature block),30,5.1339235942422015,3.3010995378399053,6.84380138911531,3.844243454602418,2.8891692389183508,-1.4535672526434096,5.252757071014248,0.9907016740963688,0.7276921421417607,106.7374999984167
2d_random_by_size,"$[5,10]$",5_10,30,BHH,BHH,30,8.860681321374024,7.02199109149078,10.242495193440837,55.84294240060952,51.999359975295576,-55.84294240060952,56.518393763925275,0.3271797998408439,---,4.39840002218255
2d_random_by_size,"$[5,10]$",5_10,30,Cavdar,Cavdar--Sokol,30,11.903763200718046,8.84572854134812,14.290346102926838,37.30450392639656,35.28379859236713,-37.30450392639656,39.09734354473903,0.710727809804874,---,3.5520000092218997
2d_random_by_size,"$[5,10]$",5_10,30,Calibrated_MST_d,Calibrated MST ratio $\hat\rho(d)$,30,8.623598024680406,6.654595116063222,10.164152070225233,13.891303986484017,11.14182700343915,-13.891303986484017,16.274393626383425,0.9458642703117978,-1.959772126203645,9.813050011871299
2d_random_by_size,"$[5,10]$",5_10,30,Calibrated_MST_dn,"Calibrated MST ratio $\hat\rho(d,n)$",30,10.465245042689643,8.130349392141854,12.331716821640054,9.746111302492734,8.720433503435618,4.497983499331149,11.229536836857703,0.9681968831523655,-0.10472488676729319,11.95274997735395
2d_random_by_size,"$[5,10]$",5_10,30,MST_Only,$L_{\mathrm{MST}}$ ($\alpha=1$),30,6.8385020745622525,5.2402849451483045,7.961751408222609,31.715915486668017,29.53558379696007,-31.715915486668017,32.4207583002074,0.7715513767303462,-9.428126084171254,11.331700021401
2d_random_by_size,"$[5,10]$",5_10,30,Asymptotic_MST,Asymptotic MST ratio,30,7.695070096222003,5.825819436439625,9.071856320789127,23.16287820676401,20.70944542245199,-23.16287820676401,24.367175198361164,0.8739495828918269,-5.14788149252205,12.2279500064905
2d_random_by_size,"$[5,10]$",5_10,30,BHH_region,BHH (sampling region),30,13.234096639520981,8.703888153481905,17.75361312769074,19.874903139254183,21.340243818900817,-18.029122328828194,22.234039714288524,0.8415655383019527,---,0.06330001633614302
2d_random_by_size,"$[5,10]$",5_10,30,LGBM_V4,GART 2.0 (32-feature variant),30,3.0487102873552385,1.9263109044438338,4.050758110630864,2.057149780246665,1.502677043088,-0.09025940057013772,2.9988264418617865,0.9972543352416354,0.9119108241874134,10.646000009728551
2d_random_by_size,"$[5,10]$",5_10,30,Interp_V3,Interpretable (same features),30,5.028523086601496,3.739842271305918,6.074967208887365,4.1314733401625725,4.134495901238328,1.5428774373190646,5.17915505380202,0.9955547377664625,---,206.50140000361716
2d_random_by_size,"$[11,50]$",11_50,40,GART_2.0,GART 2.0,40,2.9568267143047087,2.2782302692021115,3.589514897093069,2.3572129400153026,1.9462234629901807,0.035450011683936425,2.9198476529253576,0.9982164044592383,0.4758873688824041,88.7514499772805
2d_random_by_size,"$[11,50]$",11_50,40,GART,GART 1.0,40,3.4587939253749065,2.699265076226131,4.083184313307121,2.812963215191174,2.370693772498846,0.8002749880452316,3.5077933361653293,0.9969951780711961,0.29355512464509914,38.59034999914
