table,bucket,bucket_slug,bucket_count,model,display,N,SDPE_pct,SDPE_lo,SDPE_hi,MAPE_pct,MedAPE_pct,MSPE_pct,RMSPE_pct,R2,R2_alpha,time_ms
tsplib_nonEuc,ATT,att,2,GART_2.0,GART 2.0,2,1.4157577910763823,,,3.662685909110823,3.662685909110823,-3.662685909110823,3.797032147651072,0.987990390779495,---,16.258599993307097
tsplib_nonEuc,ATT,att,2,Fixed_Alpha,Fixed $\alpha=1.136$,2,4.116798909045775,,,3.380741196009846,3.380741196009846,-3.380741196009846,4.461325774157086,0.996810340798144,---,0.0
tsplib_nonEuc,ATT,att,2,LGBM_V4,GART 2.0 (32-feature variant),2,0.6095836267960332,,,1.842917479451664,1.842917479451664,-1.842917479451664,1.8926544679622261,0.9971209093052018,---,18.30975001212205
tsplib_nonEuc,CEIL\_2D,ceil2d,4,GART_2.0,GART 2.0,4,5.155998389314368,0.11239973871055932,6.34663118709803,5.774245125198225,6.052146413918967,4.035599215078164,6.0186626893105375,0.9863963437365268,-0.13589847864575888,291.3011499913409
tsplib_nonEuc,CEIL\_2D,ceil2d,4,GART_1.0,GART 1.0,4,7.591582915981761,0.44703436977777145,9.112114655302102,15.413998662343726,17.732192900160857,15.413998662343726,16.75754913883304,0.8860401965647268,-7.683380698124676,
tsplib_nonEuc,CEIL\_2D,ceil2d,4,MST_Ratio,Fixed MST scaling,4,6.382169943851056,1.0688023411118683,7.78812938470408,6.994674402078228,6.7527054518761656,4.951044692717558,7.420371516536996,0.9745887179367813,-0.711703147430351,217.47395000420508
tsplib_nonEuc,CEIL\_2D,ceil2d,4,Hilbert,Custom Hilbert sort,4,8.904567554475905,0.5663979952470796,10.828272404706844,42.302525467476265,41.47648217600121,42.302525467476265,42.99967620140467,0.6913169373364184,---,128.9605500060133
tsplib_nonEuc,CEIL\_2D,ceil2d,4,Linear_V3,Linear (28-feature block),4,37.142147289536084,0.8756553702520165,43.3934828372394,20.432002321671064,4.6768803557532985,14.804314697214274,35.40934993207796,0.980900558261546,-48.10436370158618,154.5383500051684
tsplib_nonEuc,CEIL\_2D,ceil2d,4,NN_V3,Neural net (30-feature block),4,5.607229711182212,0.2687482346456984,6.753143308261441,3.3914797125824543,1.0720281099526352,-2.3623773094787697,5.400147713517989,0.9992223914914474,-0.13772206823056599,172.83404999761842
tsplib_nonEuc,CEIL\_2D,ceil2d,4,BHH,BHH,4,13.770762401626545,0.8154809504841136,16.418520130986067,33.05417244170365,27.674448467155734,33.05417244170365,35.1397743112761,0.8368363741676992,---,9.866599983070001
