population,instance,n,dimension,rho_nominal,rho_measured,kurtosis,alpha,large_n
batch1,AUG_collinear-d2-n700-g1000-rho1-r0,700,2,1.0,1.0129837330299585,3.122692881645236,1.486647187220332,True
batch1,AUG_collinear-d50-n400-g1000-rho0p3-r0,400,50,0.3,0.30006688359176437,1.0400776002572794,1.7990982469257846,True
batch1,AUG_collinear-d10-n200-g100-rho1-r0,200,10,1.0,0.9945593127103135,1.2177013583199445,1.399213422563181,True
batch1,AUG_collinear-d20-n200-g1000-rho0p1-r0,200,20,0.1,0.09946981796828332,1.0881775143986046,1.9566517089549924,True
batch1,AUG_collinear-d3-n1000-g1000-rho0p1-r0,1000,3,0.1,0.09804591371009555,1.9711565216552196,1.9252203876843212,True
batch1,AUG_collinear-d50-n1000-g1000-rho1-r0,1000,50,1.0,1.004244953818312,1.0361291872918803,1.3758239626384547,True
batch1,AUG_collinear-d5-n700-g1000-rho0p1-r0,700,5,0.1,0.0982913010464629,1.5504465793665447,1.9518391199597829,True
batch1,AUG_collinear-d10-n400-g10000-rho0p1-r0,400,10,0.1,0.10078497835975747,1.2242161220451568,1.9503776368874082,True
batch1,AUG_collinear-d3-n700-g1000-rho0p03-r0,700,3,0.03,0.030008582502676365,1.9662361903598735,1.97025767249758,True
batch1,AUG_collinear-d5-n200-g1000-rho0p1-r0,200,5,0.1,0.09877349323760892,1.4115611234762258,1.9602002011145303,True
batch1,AUG_collinear-d3-n400-g1000-rho0p3-r0,400,3,0.3,0.301817978715043,2.0605531539798316,1.8067744439976865,True
batch1,AUG_collinear-d3-n200-g10000-rho1-r0,200,3,1.0,1.065709130993924,1.9610075276291792,1.4210797123441572,True
batch1,AUG_collinear-d20-n200-g1000-rho0p3-r0,200,20,0.3,0.299508353505716,1.1149706215525232,1.7999886329667147,True
batch1,AUG_collinear-d10-n400-g100-rho0p3-r0,400,10,0.3,0.29615498809367163,1.2208451571065893,1.7983447560051031,True
batch1,AUG_collinear-d20-n400-g1000-rho0p1-r0,400,20,0.1,0.1002331480929213,1.0966763184207564,1.9565550080367047,True
batch1,AUG_collinear-d3-n400-g10000-rho0p03-r0,400,3,0.03,0.030861483854060706,1.930652007061022,1.9863944628743904,True
batch1,AUG_collinear-d50-n1000-g100-rho0p1-r0,1000,50,0.1,0.10005918273621893,1.0399004726826118,1.9538437089813558,True
batch1,AUG_collinear-d20-n1000-g1000-rho0p1-r0,1000,20,0.1,0.10011128405050448,1.1043202667587313,1.9495278619355307,True
batch1,AUG_collinear-d50-n1000-g100-rho1-r0,1000,50,1.0,1.0015039915069912,1.045595613737521,1.3838027456305826,True
batch1,AUG_collinear-d2-n1000-g100-rho1-r0,1000,2,1.0,0.9760340239185991,2.8503607813544467,1.471253903305516,True
batch1,AUG_collinear-d3-n200-g100-rho0p03-r0,200,3,0.03,0.030671615761323785,2.0415908588814156,1.9898993355295496,True
batch1,AUG_collinear-d10-n100-g1000-rho0p1-r0,100,10,0.1,0.09651000588366425,1.2516356388925192,1.959472648231694,False
batch1,AUG_collinear-d3-n200-g1000-rho1-r0,200,3,1.0,1.0109712249421063,1.9478069751439573,1.433264422969371,True
batch1,AUG_collinear-d10-n1000-g1000-rho0p1-r0,1000,10,0.1,0.09966088331379379,1.2236564658411597,1.9492820259550356,True
batch1,AUG_collinear-d5-n1000-g1000-rho0p03-r0,1000,5,0.03,0.030432083700017733,1.4982020947723207,1.9768954732863444,True
batch1,AUG_collinear-d2-n400-g1000-rho0p03-r0,400,2,0.03,0.031241357668517763,3.0674308791211558,1.9777253979992364,True
batch1,AUG_collinear-d5-n400-g1000-rho0p3-r0,400,5,0.3,0.3068969193416397,1.5321263202303108,1.7969271512110931,True
batch1,AUG_collinear-d10-n1000-g10000-rho0p3-r0,1000,10,0.3,0.3036332183571773,1.2291302019098451,1.7980770823809866,True
batch1,AUG_collinear-d2-n700-g10000-rho1-r0,700,2,1.0,1.000855527198949,2.835725905035103,1.4645183433680233,True
batch1,AUG_collinear-d10-n700-g10000-rho1-r0,700,10,1.0,1.0140522699208232,1.2327063834395637,1.3894581020354215,True
batch1,AUG_collinear-d10-n700-g100-rho0p3-r0,700,10,0.3,0.2997704002989215,1.2067501748471627,1.7956447745323771,True
batch1,AUG_collinear-d3-n1000-g1000-rho0p3-r0,1000,3,0.3,0.3018781330287468,1.8914544285664892,1.797305722060169,True
batch1,AUG_collinear-d5-n1000-g10000-rho1-r0,1000,5,1.0,0.9907760897527633,1.5095380562122005,1.4097525695339623,True
batch1,AUG_collinear-d5-n1000-g100-rho1-r0,1000,5,1.0,0.9826520151144028,1.5002514537782077,1.4058979992764655,True
batch1,AUG_collinear-d2-n1000-g100-rho0p03-r0,1000,2,0.03,0.030389303922334156,3.03996646638349,1.950801743864769,True
batch1,AUG_collinear-d5-n1000-g1000-rho0p1-r0,1000,5,0.1,0.1008107719064619,1.4816797144685445,1.9322984716308411,True
batch1,AUG_collinear-d2-n100-g1000-rho0p3-r0,100,2,0.3,0.2638654425669173,2.689458586346437,1.902626866472585,False
batch1,AUG_collinear-d2-n100-g10000-rho0p3-r0,100,2,0.3,0.2939402493010762,2.0970780123106896,1.8319113629521777,False
batch1,AUG_collinear-d2-n200-g1000-rho0p3-r0,200,2,0.3,0.28708576557644777,3.161108866804929,1.8713044110165478,True
batch1,AUG_collinear-d5-n200-g10000-rho0p1-r0,200,5,0.1,0.10155679266647251,1.587993327265414,1.969754238548351,True
batch1,AUG_collinear-d20-n200-g10000-rho0p3-r0,200,20,0.3,0.3021614935948276,1.1237505081254684,1.807550939104026,True
batch1,AUG_collinear-d5-n100-g10000-rho1-r0,100,5,1.0,1.0139003956750496,1.3566528631936199,1.4035069994277598,False
batch1,AUG_collinear-d20-n400-g100-rho1-r0,400,20,1.0,1.0052340958781074,1.0996632337128938,1.3896679921441313,True
batch1,AUG_collinear-d5-n400-g100-rho0p1-r0,400,5,0.1,0.09742563997961312,1.5052402622621404,1.9694864692182517,True
batch1,AUG_collinear-d2-n100-g10000-rho1-r0,100,2,1.0,0.8876349497438064,2.6830256955788694,1.5292778144638486,False
batch1,AUG_collinear-d3-n400-g10000-rho1-r0,400,3,1.0,1.0209452756876842,1.9420953134419316,1.4405338401972414,True
batch1,AUG_collinear-d10-n400-g1000-rho0p3-r0,400,10,0.3,0.2975578692096465,1.2114721451003396,1.7909104064261927,True
batch1,AUG_collinear-d2-n200-g1000-rho0p1-r0,200,2,0.1,0.09491550998914638,3.16261670293947,1.9645613583506976,True
batch1,AUG_collinear-d5-n700-g10000-rho0p03-r0,700,5,0.03,0.030221437863190963,1.5721757400779253,1.9950066661919295,True
batch1,AUG_collinear-d5-n200-g100-rho0p3-r0,200,5,0.3,0.3064178524835201,1.474986371870078,1.789738340762028,True
batch1,AUG_collinear-d10-n50-g100-rho0p3-r0,50,10,0.3,0.28342593634304275,1.2810288611337168,1.819320665165801,False
batch1,AUG_collinear-d2-n700-g1000-rho0p3-r0,700,2,0.3,0.3040618473130327,3.018640083834179,1.799840899441426,True
batch1,AUG_collinear-d3-n400-g10000-rho0p1-r0,400,3,0.1,0.10032991006959482,2.1169344419875733,1.9468537755490132,True
batch1,AUG_collinear-d10-n200-g1000-rho0p3-r0,200,10,0.3,0.3018442718379852,1.2337869074039456,1.801547043529635,True
batch1,AUG_collinear-d10-n100-g10000-rho0p03-r0,100,10,0.03,0.02963073161522034,1.2707308348928308,1.9919601801386635,False
batch1,AUG_collinear-d3-n200-g10000-rho0p3-r0,200,3,0.3,0.28768249375064037,2.048313498098176,1.8317040672910685,True
batch1,AUG_collinear-d50-n700-g10000-rho0p1-r0,700,50,0.1,0.1003202368047291,1.0409533794699941,1.9690386966415176,True
batch1,AUG_collinear-d3-n700-g1000-rho0p3-r0,700,3,0.3,0.3015827148140884,1.9467950333239374,1.8620174196277637,True
batch1,AUG_collinear-d20-n200-g100-rho0p1-r0,200,20,0.1,0.09980158625837522,1.1020688891605774,1.9559036463870476,True
batch1,AUG_collinear-d2-n1000-g10000-rho0p3-r0,1000,2,0.3,0.2955660789674611,2.8455986224994345,1.8060949140246052,True
batch1,AUG_collinear-d5-n400-g100-rho1-r0,400,5,1.0,1.016339809461582,1.485186961748519,1.4067941856617632,True
batch1,AUG_collinear-d5-n700-g10000-rho0p1-r0,700,5,0.1,0.09986506729076432,1.4767056525343971,1.9374530640816925,True
batch1,AUG_collinear-d20-n700-g1000-rho0p3-r0,700,20,0.3,0.300745285263856,1.1106188187224235,1.7935269818249866,True
batch1,AUG_collinear-d5-n700-g100-rho0p3-r0,700,5,0.3,0.30421685457780684,1.5293261054952334,1.7951490948488513,True
batch1,AUG_collinear-d2-n100-g100-rho0p1-r0,100,2,0.1,0.10684726402306495,2.7382794087060205,1.9550249976055933,False
batch1,AUG_collinear-d20-n700-g10000-rho0p1-r0,700,20,0.1,0.10023675189966227,1.1005372001484013,1.9667256769611365,True
batch1,AUG_collinear-d50-n1000-g1000-rho0p3-r0,1000,50,0.3,0.3024429870489474,1.0404184025396317,1.795915700446755,True
batch1,AUG_collinear-d50-n400-g100-rho0p03-r0,400,50,0.03,0.029943639174211535,1.0367010755560515,1.9918645192029,True
batch1,AUG_collinear-d3-n700-g1000-rho0p1-r0,700,3,0.1,0.09722170822337022,2.1290737712044976,1.9486091220795476,True
batch1,AUG_collinear-d20-n400-g1000-rho0p03-r0,400,20,0.03,0.029826557393058284,1.097091338584431,1.9906105716135258,True
batch1,AUG_collinear-d5-n400-g10000-rho0p3-r0,400,5,0.3,0.29774530486714035,1.5156579960408971,1.804405757111989,True
batch1,AUG_collinear-d2-n700-g10000-rho0p03-r0,700,2,0.03,0.030230021058834128,3.0613550055841268,1.9928011887066028,True
batch1,AUG_collinear-d5-n400-g10000-rho0p03-r0,400,5,0.03,0.030773181176025254,1.4543595440143666,1.985371396290226,True
batch1,AUG_collinear-d20-n400-g1000-rho1-r0,400,20,1.0,1.0029112396579116,1.096218030051856,1.385699063318365,True
batch1,AUG_collinear-d10-n700-g10000-rho0p3-r0,700,10,0.3,0.295696569286336,1.2272196782657332,1.8000308197710457,True
batch1,AUG_collinear-d10-n1000-g100-rho0p03-r0,1000,10,0.03,0.029956113927443268,1.2282492434621202,1.9803784336986352,True
batch1,AUG_collinear-d2-n700-g100-rho0p3-r0,700,2,0.3,0.29597461790169133,2.952023071051737,1.8064957646832753,True
batch1,AUG_collinear-d2-n100-g10000-rho0p03-r0,100,2,0.03,0.02908041103320886,2.7887441134787734,1.9916532515053396,False
batch1,AUG_collinear-d2-n400-g100-rho0p3-r0,400,2,0.3,0.28667526122487813,3.244216209116669,1.8294364799349625,True
batch1,AUG_collinear-d50-n100-g100-rho1-r0,100,50,1.0,1.01509857028707,1.03754548580493,1.380133918609148,False
batch1,AUG_collinear-d5-n700-g1000-rho0p03-r0,700,5,0.03,0.02997789530693065,1.4843330557134347,1.9804697520564756,True
batch1,AUG_collinear-d20-n200-g1000-rho1-r0,200,20,1.0,1.0286374616348348,1.099995105617697,1.3796037249056228,True
batch1,AUG_collinear-d50-n700-g100-rho1-r0,700,50,1.0,1.0029750720461534,1.0442702334804084,1.3793640580408622,True
batch1,AUG_collinear-d10-n400-g100-rho0p03-r0,400,10,0.03,0.029722466064719604,1.201926753101342,1.9889647492121083,True
batch1,AUG_collinear-d3-n1000-g100-rho0p3-r0,1000,3,0.3,0.30071624166560246,1.914500343777726,1.7960202147512547,True
batch1,AUG_collinear-d2-n50-g1000-rho0p3-r0,50,2,0.3,0.22957132276242537,2.6627054777345656,1.8534564786258463,False
batch1,AUG_collinear-d3-n200-g100-rho0p3-r0,200,3,0.3,0.3172404883468263,1.7924221445397575,1.8055773681835834,True
batch1,AUG_collinear-d20-n1000-g10000-rho0p3-r0,1000,20,0.3,0.29947037370869567,1.1075043559665325,1.80313411801068,True
batch1,AUG_collinear-d2-n100-g1000-rho0p1-r0,100,2,0.1,0.10316657806546167,3.856815918895139,1.95923159814376,False
batch1,AUG_collinear-d5-n700-g100-rho1-r0,700,5,1.0,0.9913869819435536,1.5435607072755333,1.4299535272865895,True
batch1,AUG_collinear-d50-n1000-g10000-rho0p03-r0,1000,50,0.03,0.03014231853701025,1.0427344489547656,1.9951126106093484,True
batch1,AUG_collinear-d20-n200-g10000-rho0p03-r0,200,20,0.03,0.02948147144061643,1.1047452165209495,1.9933667234685413,True
batch1,AUG_collinear-d3-n100-g10000-rho1-r0,100,3,1.0,0.9776817820485316,1.7888535008103827,1.430473979467665,False
batch1,AUG_collinear-d3-n400-g10000-rho0p3-r0,400,3,0.3,0.29748112151666933,2.0014947880900893,1.8016868953384384,True
batch1,AUG_collinear-d3-n400-g1000-rho0p1-r0,400,3,0.1,0.0987975552151834,1.8824615916613725,1.9519538112605483,True
batch1,AUG_collinear-d2-n700-g100-rho1-r0,700,2,1.0,0.981862921825194,3.138470007392573,1.4842298796638131,True
batch1,AUG_collinear-d2-n700-g10000-rho0p1-r0,700,2,0.1,0.09792611462702186,3.0024881687755145,1.9506767312410214,True
batch1,AUG_collinear-d20-n700-g100-rho0p3-r0,700,20,0.3,0.29567780645923786,1.1076688700375557,1.8002491168681283,True
batch1,AUG_collinear-d50-n50-g100-rho0p1-r0,50,50,0.1,0.09742583916645715,1.051784156112448,1.9613306338261252,False
batch1,AUG_collinear-d3-n50-g100-rho1-r0,50,3,1.0,0.9453779175640382,2.0790205171239284,1.503837520077189,False
batch1,AUG_collinear-d2-n400-g100-rho0p03-r0,400,2,0.03,0.02927944229632429,3.6168433843871886,1.9782234168617363,True
batch1,AUG_collinear-d20-n100-g100-rho1-r0,100,20,1.0,1.0248651730204952,1.082288750316391,1.3750150555471528,False
batch1,AUG_collinear-d20-n200-g100-rho0p03-r0,200,20,0.03,0.03009677519865119,1.1052854126333092,1.992465686557125,True
batch1,AUG_collinear-d10-n200-g100-rho0p1-r0,200,10,0.1,0.09887772791604395,1.206805913044175,1.954392805689822,True
batch1,AUG_collinear-d3-n100-g1000-rho0p3-r0,100,3,0.3,0.29166169173277506,1.762974470586117,1.79483131236332,False
batch1,AUG_collinear-d50-n50-g10000-rho0p03-r0,50,50,0.03,0.030313711396856863,1.0309832875078264,1.9946450504331763,False
batch1,AUG_collinear-d2-n400-g10000-rho0p1-r0,400,2,0.1,0.10379013064334384,3.271739009461243,1.9561825021545607,True
batch1,AUG_collinear-d10-n200-g10000-rho1-r0,200,10,1.0,1.0248476864995537,1.2015172279599657,1.3760538643823963,True
batch1,AUG_collinear-d5-n1000-g10000-rho0p3-r0,1000,5,0.3,0.3017469939777321,1.4980686841507809,1.7958927057040643,True
batch1,AUG_collinear-d50-n700-g10000-rho1-r0,700,50,1.0,0.999882742480921,1.0442562469311376,1.3874993816406778,True
batch1,AUG_collinear-d20-n1000-g10000-rho0p1-r0,1000,20,0.1,0.10016413976925186,1.1032923074855432,1.9686318194486452,True
batch1,AUG_collinear-d50-n400-g10000-rho0p3-r0,400,50,0.3,0.2988501667819935,1.0424824446673568,1.801008858287011,True
batch1,AUG_collinear-d5-n700-g10000-rho1-r0,700,5,1.0,1.0003719021106907,1.463894491087889,1.4144839072641586,True
batch1,AUG_collinear-d2-n700-g1000-rho0p03-r0,700,2,0.03,0.030560314275708142,3.1070016801508293,1.9785408179192228,True
batch1,AUG_collinear-d5-n400-g10000-rho0p1-r0,400,5,0.1,0.10039899670626459,1.4788866311705535,1.9556145382575296,True
batch1,AUG_collinear-d5-n200-g1000-rho0p3-r0,200,5,0.3,0.3230408409615568,1.3374206110102733,1.7684289995449207,True
batch1,AUG_collinear-d20-n700-g1000-rho1-r0,700,20,1.0,0.983073398952452,1.0995919777336387,1.393040340117233,True
batch1,AUG_collinear-d5-n100-g1000-rho0p3-r0,100,5,0.3,0.28616214077958985,1.433529862787267,1.806802831590877,False
batch1,AUG_collinear-d50-n1000-g1000-rho0p03-r0,1000,50,0.03,0.029989776981865144,1.0427378992501688,1.9872951449132625,True
batch1,AUG_collinear-d10-n50-g100-rho0p1-r0,50,10,0.1,0.10086143630799875,1.1360607836873573,1.9546256477960926,False
batch1,AUG_collinear-d10-n400-g100-rho0p1-r0,400,10,0.1,0.09983274554206577,1.2328756280615836,1.955949003120339,True
batch1,AUG_collinear-d50-n700-g1000-rho0p03-r0,700,50,0.03,0.030083341495604096,1.038164564502996,1.9902171504160777,True
batch1,AUG_collinear-d50-n100-g10000-rho1-r0,100,50,1.0,0.9897425507775593,1.0390909673537387,1.3869500307825269,False
batch1,AUG_collinear-d2-n400-g1000-rho0p1-r0,400,2,0.1,0.10288770120330815,2.7207862340194513,1.9565039833216282,True
batch1,AUG_collinear-d3-n400-g100-rho0p1-r0,400,3,0.1,0.09951989263421535,2.0572727659738623,1.9121944894624143,True
batch1,AUG_collinear-d2-n1000-g10000-rho0p1-r0,1000,2,0.1,0.09975257927760336,2.91877756803548,1.9279816932918963,True
batch1,AUG_collinear-d50-n200-g10000-rho1-r0,200,50,1.0,1.0009993716409435,1.0460143597193807,1.3777061750222344,True
batch1,AUG_collinear-d10-n1000-g1000-rho1-r0,1000,10,1.0,1.0063333764170617,1.234371291127353,1.3867883161459342,True
batch1,AUG_collinear-d50-n200-g100-rho0p03-r0,200,50,0.03,0.029994668595376753,1.042919118533696,1.9923239029013387,True
batch1,AUG_collinear-d10-n100-g100-rho0p3-r0,100,10,0.3,0.30769613756668923,1.27891372841638,1.806675616020757,False
batch1,AUG_collinear-d5-n400-g100-rho0p3-r0,400,5,0.3,0.3097015573202423,1.6073086156617744,1.792596819870819,True
batch1,AUG_collinear-d10-n100-g100-rho0p1-r0,100,10,0.1,0.10267285180081025,1.2306203457712939,1.955245672649633,False
batch1,AUG_collinear-d20-n100-g100-rho0p1-r0,100,20,0.1,0.10161881018327723,1.1074855037277955,1.9647952560922317,False
batch1,AUG_collinear-d20-n100-g1000-rho1-r0,100,20,1.0,1.0011244988853,1.1073725384572641,1.3845364532659417,False
batch1,AUG_collinear-d20-n1000-g10000-rho1-r0,1000,20,1.0,1.0046881728674404,1.112199628480909,1.3864401735544412,True
batch1,AUG_collinear-d5-n400-g1000-rho0p03-r0,400,5,0.03,0.03068747981333317,1.5097818284211444,1.9878376505175288,True
batch1,AUG_collinear-d10-n700-g1000-rho0p3-r0,700,10,0.3,0.3012575387628138,1.226348455295196,1.7936317651680973,True
batch1,AUG_collinear-d2-n1000-g100-rho0p1-r0,1000,2,0.1,0.10171539862221066,2.8626584841776688,1.926686497893695,True
batch1,AUG_subspace-d50-n100-g1000-k1-rho0p1-r0,100,50,0.1,0.09902664076674567,1.0397993759921205,1.951030183512102,False
batch1,AUG_collinear-d10-n400-g100-rho1-r0,400,10,1.0,1.0175908908701652,1.2485309580982782,1.3802345539451628,True
batch1,AUG_subspace-d3-n100-g1000-k1-rho0p3-r0,100,3,0.3,0.6697745142540761,26.71240573207915,1.7713649390029753,False
batch1,AUG_collinear-d2-n1000-g1000-rho1-r0,1000,2,1.0,0.9892362682827334,2.9883679670398053,1.4789492069891428,True
batch1,AUG_subspace-d5-n200-g1000-k1-rho0p1-r0,200,5,0.1,0.5591884378452812,155.5805429738134,1.9360969511093564,True
batch1,AUG_subspace-d20-n200-g100-k1-rho0p3-r0,200,20,0.3,0.2988663392149277,1.0973686908306077,1.783393011424554,True
batch1,AUG_subspace-d10-n400-g1000-k1-rho0p1-r0,400,10,0.1,0.8805557003627581,230.4142959222796,1.931831439475517,True
batch1,AUG_subspace-d3-n100-g10000-k1-rho0p1-r0,100,3,0.1,0.3604504662398396,45.138534176951175,1.9438791930039163,False
batch1,AUG_collinear-d20-n1000-g10000-rho0p03-r0,1000,20,0.03,0.030252783352961,1.1064233011523115,1.9857796066912388,True
batch1,AUG_collinear-d3-n700-g100-rho0p03-r0,700,3,0.03,0.030250811087240304,1.9743667805745186,1.9804904416949802,True
batch1,AUG_subspace-d20-n100-g100-k1-rho0p3-r0,100,20,0.3,0.2979404786584423,1.0959213386188396,1.7892019312993659,False
batch1,AUG_subspace-d2-n400-g10000-k1-rho0p3-r0,400,2,0.3,0.5649742690413649,98.46593333361758,1.7942888911078667,True
batch1,AUG_collinear-d3-n1000-g10000-rho1-r0,1000,3,1.0,0.9995744053539003,2.0226009015643918,1.4271104221949682,True
batch1,AUG_subspace-d3-n50-g1000-k1-rho0p1-r0,50,3,0.1,0.07909753787316026,2.010855122470647,1.9727880868183492,False
batch1,AUG_subspace-d10-n200-g10000-k1-rho0p3-r0,200,10,0.3,0.30451987320002405,1.218713962161601,1.7773962318904934,True
batch1,AUG_subspace-d3-n400-g10000-k1-rho0p3-r0,400,3,0.3,0.3362847661844156,5.8269587797649764,1.795720421300658,True
batch1,AUG_collinear-d50-n1000-g100-rho0p03-r0,1000,50,0.03,0.03001719892557366,1.0405570669689694,1.9878993101342588,True
batch1,AUG_subspace-d5-n200-g100-k1-rho0p3-r0,200,5,0.3,0.29814766567440437,1.4623096676279959,1.7892698389516402,True
batch1,AUG_subspace-d2-n700-g10000-k1-rho0p3-r0,700,2,0.3,1.0797522869784844,113.50175424350503,1.789673074513862,True
batch1,AUG_subspace-d50-n200-g1000-k1-rho0p1-r0,200,50,0.1,0.09967048553174511,1.040162414502019,1.951312392721296,True
batch1,AUG_subspace-d3-n200-g10000-k1-rho0p3-r0,200,3,0.3,0.6812707080517356,30.347002735478362,1.7826561011693656,True
batch1,AUG_subspace-d2-n700-g1000-k1-rho0p3-r0,700,2,0.3,1.0814656833988443,152.97856876759587,1.8011997407925973,True
batch1,AUG_collinear-d3-n1000-g10000-rho0p3-r0,1000,3,0.3,0.2945986209376305,1.9065497597697554,1.786557570685442,True
batch1,AUG_subspace-d20-n200-g1000-k1-rho0p3-r0,200,20,0.3,0.2953258668625487,1.0978575904248418,1.7802439635238576,True
batch1,AUG_subspace-d50-n700-g1000-k1-rho0p3-r0,700,50,0.3,0.29967165138656987,1.0372502069766334,1.7701590264604592,True
batch1,AUG_subspace-d3-n100-g10000-k1-rho0p3-r0,100,3,0.3,0.33290844524358837,1.774628372311076,1.7520279308898152,False
batch1,AUG_collinear-d50-n1000-g10000-rho0p1-r0,1000,50,0.1,0.10047553301893332,1.0412751517352337,1.9523079844947813,True
batch1,AUG_subspace-d10-n400-g1000-k1-rho0p3-r0,400,10,0.3,0.3892398833823877,30.41146967973896,1.7779732625610982,True
batch1,AUG_collinear-d2-n1000-g1000-rho0p3-r0,1000,2,0.3,0.3023385787603037,3.0002321205002382,1.7984110969945337,True
batch1,AUG_subspace-d2-n200-g100-k1-rho0p1-r0,200,2,0.1,0.1957901905244264,53.73691196705222,1.9573341384726004,True
batch1,AUG_subspace-d50-n200-g1000-k1-rho0p3-r0,200,50,0.3,0.29915035485754776,1.0347465418240636,1.7586292067404197,True
batch1,AUG_subspace-d20-n400-g10000-k1-rho0p3-r0,400,20,0.3,0.2972927536551499,1.0921678117557052,1.775870313408297,True
batch1,AUG_subspace-d50-n700-g10000-k1-rho0p1-r0,700,50,0.1,0.10043147141569168,1.042772726153742,1.9384539368293576,True
batch1,AUG_subspace-d5-n100-g10000-k1-rho0p1-r0,100,5,0.1,0.10087671680384615,1.5867256208907892,1.9653336264670533,False
batch1,AUG_subspace-d2-n50-g1000-k1-rho0p1-r0,50,2,0.1,0.19069923838302075,10.180596529506971,1.9563065544737552,False
batch1,AUG_subspace-d50-n400-g1000-k1-rho0p1-r0,400,50,0.1,0.09852799416486446,1.0406020246146719,1.9451658310913518,True
batch1,AUG_subspace-d2-n400-g100-k1-rho0p1-r0,400,2,0.1,1.083209106943118,43.65785806782557,1.9388815956571543,True
batch1,AUG_subspace-d3-n400-g10000-k1-rho0p1-r0,400,3,0.1,0.10118833717347103,1.9749185983463025,1.9502919553773699,True
batch1,AUG_subspace-d50-n200-g100-k1-rho0p3-r0,200,50,0.3,0.2990636275377619,1.0452533564481528,1.7821160256230888,True
batch1,AUG_subspace-d10-n400-g100-k1-rho0p3-r0,400,10,0.3,0.2983970711260896,1.2209868724689912,1.7856035598391844,True
batch1,AUG_subspace-d10-n100-g1000-k1-rho0p3-r0,100,10,0.3,0.30095830281074837,1.1549285738973034,1.7840262416037165,False
batch1,AUG_subspace-d10-n200-g100-k1-rho0p1-r0,200,10,0.1,0.12915745144271387,33.18110851361444,1.9531078432206428,True
batch1,AUG_subspace-d3-n50-g100-k1-rho0p1-r0,50,3,0.1,0.10325335233924621,2.3103282196804344,1.9609354316788676,False
batch1,AUG_subspace-d2-n200-g1000-k1-rho0p1-r0,200,2,0.1,0.5774869859408779,46.08597965055635,1.944662652237718,True
batch1,AUG_subspace-d5-n400-g10000-k1-rho0p3-r0,400,5,0.3,1.2326166461206065,76.99144644096165,1.7635940973770714,True
batch1,AUG_subspace-d50-n50-g1000-k1-rho0p1-r0,50,50,0.1,0.09678766766827271,1.0400456289268565,1.9647423764675935,False
batch1,AUG_subspace-d2-n200-g10000-k1-rho0p1-r0,200,2,0.1,0.17734826590688105,17.142419426456037,1.9553533976854485,True
batch1,AUG_subspace-d5-n400-g1000-k1-rho0p3-r0,400,5,0.3,0.43847061392864894,98.00052848862725,1.778849563291286,True
batch1,AUG_subspace-d20-n1000-g10000-k1-rho0p3-r0,1000,20,0.3,0.3004903937331412,1.1041155278328736,1.7698002405616942,True
batch1,AUG_subspace-d20-n200-g100-k1-rho0p1-r0,200,20,0.1,0.09844189396595042,1.1051228815766045,1.9410777717874468,True
batch1,AUG_subspace-d20-n700-g100-k1-rho0p3-r0,700,20,0.3,0.29905439630871766,1.1030529248358136,1.771259389126065,True
batch1,AUG_subspace-d10-n100-g10000-k1-rho0p1-r0,100,10,0.1,0.10254430345147182,1.2397884062755173,1.9427520437136963,False
batch1,AUG_subspace-d5-n700-g1000-k1-rho0p1-r0,700,5,0.1,0.20026982536408536,385.33836489277024,1.945878076454084,True
batch1,AUG_subspace-d10-n400-g10000-k1-rho0p1-r0,400,10,0.1,0.16630339187831794,159.18321511105825,1.9443779417117149,True
batch1,AUG_subspace-d20-n1000-g1000-k1-rho0p1-r0,1000,20,0.1,0.8890438655767757,944.5779714750242,1.9330824061097511,True
batch1,AUG_collinear-d5-n1000-g10000-rho0p1-r0,1000,5,0.1,0.1003991205652356,1.4925600502675962,1.9428876578802392,True
batch1,AUG_subspace-d2-n700-g100-k1-rho0p1-r0,700,2,0.1,1.6429369825216442,64.09991949466988,1.921235328929341,True
batch1,AUG_subspace-d20-n50-g1000-k1-rho0p1-r0,50,20,0.1,0.0986315569002663,1.0860100358770668,1.9430441595949437,False
batch1,AUG_subspace-d3-n1000-g1000-k1-rho0p1-r0,1000,3,0.1,3.2283698452863367,105.8491522710598,1.9205095172307038,True
batch1,AUG_subspace-d5-n400-g1000-k1-rho0p1-r0,400,5,0.1,1.037382770228774,153.52306496066709,1.939222818163943,True
batch1,AUG_subspace-d10-n200-g1000-k1-rho0p3-r0,200,10,0.3,0.4341024984463401,40.60533717877866,1.7782529259105129,True
batch1,AUG_subspace-d5-n700-g1000-k1-rho0p3-r0,700,5,0.3,0.5155129678042766,132.34834594952827,1.7791106934602336,True
batch1,AUG_subspace-d50-n700-g100-k1-rho0p1-r0,700,50,0.1,0.10030605415176531,1.0386054922870755,1.937627056360533,True
batch1,AUG_subspace-d20-n100-g1000-k1-rho0p1-r0,100,20,0.1,0.0975019572559993,1.0966039894352515,1.952223757018487,False
batch1,AUG_subspace-d2-n700-g1000-k1-rho0p1-r0,700,2,0.1,1.2441816838130642,126.2177951689065,1.9300956415565365,True
batch1,AUG_subspace-d50-n700-g100-k1-rho0p3-r0,700,50,0.3,0.29912416661472957,1.0412154892147079,1.7663826049998321,True
batch1,AUG_subspace-d5-n1000-g10000-k1-rho0p1-r0,1000,5,0.1,0.09928415844669151,1.5169685460890592,1.946077554207327,True
