population,instance,n,dimension,rho_nominal,rho_measured,kurtosis,alpha,large_n
batch1,AUG_subspace-d50-n100-g100-k1-rho0p1-r0,100,50,0.1,0.09699298503778317,1.0464692556874833,1.959116705973884,False
batch1,AUG_subspace-d50-n100-g10000-k1-rho0p1-r0,100,50,0.1,0.10207513405709683,1.0359262212086362,1.9424903219342564,False
batch1,AUG_subspace-d50-n700-g10000-k1-rho0p3-r0,700,50,0.3,0.2985945885581721,1.0398833570736488,1.7711357967017218,True
batch1,AUG_subspace-d5-n400-g10000-k1-rho0p1-r0,400,5,0.1,1.0694232730514237,197.06511564372923,1.925987602842828,True
batch1,AUG_subspace-d50-n400-g100-k1-rho0p1-r0,400,50,0.1,0.09910431349702038,1.0428874901298566,1.9451449768791225,True
batch1,AUG_subspace-d50-n400-g10000-k1-rho0p1-r0,400,50,0.1,0.0992676182128171,1.0445184085726167,1.9466831870303283,True
batch1,AUG_subspace-d50-n700-g1000-k1-rho0p1-r0,700,50,0.1,0.09940293118660577,1.040835663798444,1.939945476595536,True
batch1,AUG_subspace-d3-n1000-g10000-k1-rho0p3-r0,1000,3,0.3,3.068727602269044,65.51487325699716,1.751589815730782,True
batch1,AUG_subspace-d5-n700-g10000-k1-rho0p1-r0,700,5,0.1,1.786417939089757,259.7075185375068,1.9246665301815777,True
batch1,AUG_subspace-d20-n400-g1000-k1-rho0p3-r0,400,20,0.3,0.29676085609806074,1.0988181795872838,1.7794428970106784,True
batch1,AUG_subspace-d50-n400-g10000-k1-rho0p3-r0,400,50,0.3,0.2995234749968621,1.0418836166931025,1.7741517096120718,True
batch1,AUG_subspace-d3-n400-g1000-k1-rho0p1-r0,400,3,0.1,0.10203911333670353,2.0378221832784558,1.950502380000826,True
batch1,AUG_subspace-d3-n700-g10000-k1-rho0p3-r0,700,3,0.3,1.3082758460981232,190.81153876204183,1.7769820168823551,True
batch1,AUG_subspace-d10-n700-g10000-k1-rho0p1-r0,700,10,0.1,1.8012818203106242,353.10417872971874,1.9277509643850363,True
batch1,AUG_subspace-d10-n1000-g1000-k1-rho0p1-r0,1000,10,0.1,0.2182387824054266,611.6249766038779,1.9386959452315307,True
batch1,AUG_subspace-d3-n700-g100-k1-rho0p1-r0,700,3,0.1,0.6142986914307055,645.2443218927488,1.9433280570869402,True
batch1,AUG_subspace-d2-n1000-g100-k1-rho0p1-r0,1000,2,0.1,0.1402334462537261,243.27571315593508,1.9490919363910792,True
batch1,AUG_subspace-d20-n1000-g100-k1-rho0p1-r0,1000,20,0.1,0.10026962627153732,1.0957049992041843,1.9379588008664272,True
batch1,AUG_subspace-d5-n1000-g1000-k1-rho0p1-r0,1000,5,0.1,1.198508713253681,282.7913510555321,1.9329497925095256,True
batch1,AUG_subspace-d5-n1000-g100-k1-rho0p3-r0,1000,5,0.3,3.9410068956390685,76.82585323136091,1.7374612083571792,True
batch1,AUG_subspace-d2-n1000-g1000-k1-rho0p3-r0,1000,2,0.3,0.37228226104625833,12.500722079334297,1.8127039492896682,True
batch1,AUG_subspace-d20-n1000-g100-k1-rho0p3-r0,1000,20,0.3,1.5904683921126632,575.2690534676343,1.7612738267975836,True
batch1,AUG_subspace-d10-n1000-g10000-k1-rho0p3-r0,1000,10,0.3,0.30196704098439003,1.3882101398574322,1.7688818272709976,True
batch1,AUG_subspace-d3-n1000-g100-k1-rho0p1-r0,1000,3,0.1,3.236472392234907,107.15552393564892,1.9130469869864641,True
batch1,AUG_collinear-d20-n1000-g1000-rho1-r0,1000,20,1.0,1.002246460557028,1.1048144153414996,1.4163569330524923,True
batch1,AUG_collinear-d50-n1000-g10000-rho1-r0,1000,50,1.0,1.0035734422423799,1.0403871773844895,1.3751921431251422,True
batch1,AUG_curve-d2-n50-g10000-rho0p3-shapearc-r0,50,2,0.3,5.436911350411101,1.8340333794462895,1.7066476950076177,False
batch1,AUG_subspace-d5-n50-g1000-k1-rho0p1-r0,50,5,0.1,0.16826506538675795,3.9799731350204484,1.9474868015997198,False
batch1,AUG_curve-d5-n200-g1000-rho0p3-shapearc-r0,200,5,0.3,53.136224758383214,1.6968145539555097,1.3231403582740555,True
batch1,AUG_subspace-d10-n200-g10000-k1-rho0p1-r0,200,10,0.1,0.7246977008731833,122.8919227204512,1.9484828287472704,True
batch1,AUG_subspace-d2-n100-g100-k1-rho0p1-r0,100,2,0.1,0.46021738896626846,43.92000607583748,1.9488466480419706,False
batch1,AUG_curve-d2-n200-g100-rho0p3-shapearc-r0,200,2,0.3,15.744262203454348,2.1992026347380027,1.764511611720542,True
batch1,AUG_subspace-d2-n200-g1000-k1-rho0p3-r0,200,2,0.3,0.5843203381348971,16.51425105757026,1.8735857332931003,True
batch1,AUG_curve-d50-n200-g1000-rho0p3-shapearc-r0,200,50,0.3,59.38535041062651,1.6270222027951633,1.2281864067066923,True
batch1,AUG_curve-d3-n400-g100-rho0p3-shapearc-r0,400,3,0.3,79.5377450616003,1.85405079800785,1.4675362900317197,True
batch1,AUG_curve-d2-n700-g1000-rho0p1-shapearc-r0,700,2,0.1,202.38481296211418,1.6907704908925845,1.2502652116366015,True
batch1,AUG_subspace-d5-n700-g100-k1-rho0p1-r0,700,5,0.1,1.8810141450531,62.72725830491846,1.9473069347328815,True
batch1,AUG_curve-d10-n200-g1000-rho0p3-shapearc-r0,200,10,0.3,17.331530860444115,1.9842630919885254,1.737538511197025,True
batch1,AUG_curve-d10-n700-g10000-rho0p1-shapearc-r0,700,10,0.1,58.71229421515038,1.9618909144618302,1.819002614058771,True
batch1,AUG_curve-d20-n700-g100-rho0p3-shapearc-r0,700,20,0.3,72.35827606251355,2.145863933915996,1.6745177233178206,True
batch1,AUG_curve-d3-n200-g10000-rho0p1-shapearc-r0,200,3,0.1,29.98481571456206,1.8143738952605122,1.6464693054474207,True
batch1,AUG_subspace-d2-n100-g10000-k1-rho0p1-r0,100,2,0.1,0.09826305876514255,3.840320282142069,1.9568074632008676,False
batch1,AUG_curve-d2-n400-g100-rho0p1-shapearc-r0,400,2,0.1,102.15784804131137,1.7452885835838223,1.3645760821782857,True
batch1,AUG_curve-d10-n1000-g10000-rho0p1-shapearc-r0,1000,10,0.1,202.0657102846591,1.8302539472716768,1.5086429659712646,True
batch1,AUG_curve-d2-n200-g10000-rho0p1-shapearc-r0,200,2,0.1,44.41378526705216,1.8523228130570641,1.4395484353082049,True
batch1,AUG_curve-d3-n200-g1000-rho0p3-shapearc-r0,200,3,0.3,40.02374773513372,2.16029159617743,1.4462848478110193,True
batch1,AUG_curve-d3-n100-g1000-rho0p3-shapearc-r0,100,3,0.3,9.000981323285696,2.3008834427183276,1.7341551114771034,False
batch1,AUG_curve-d5-n200-g100-rho0p3-shapearc-r0,200,5,0.3,45.12961798715519,1.580607144361107,1.4336571707830312,True
batch1,AUG_curve-d2-n200-g10000-rho0p3-shapearc-r0,200,2,0.3,28.367229362173468,2.0129880318685096,1.623984539677715,True
batch1,AUG_curve-d10-n400-g100-rho0p3-shapearc-r0,400,10,0.3,72.5096562226997,1.9465976109569436,1.4901303020553884,True
batch1,AUG_curve-d5-n400-g100-rho0p3-shapearc-r0,400,5,0.3,57.48026793674008,1.7961942708432947,1.5869238573861242,True
batch1,AUG_curve-d10-n200-g1000-rho0p1-shapearc-r0,200,10,0.1,54.53962573218649,1.8219249634242314,1.2798909292828844,True
batch1,AUG_curve-d2-n700-g100-rho0p3-shapearc-r0,700,2,0.3,184.42018930941478,1.8265732594565156,1.2968147742605167,True
batch1,AUG_subspace-d3-n200-g1000-k1-rho0p1-r0,200,3,0.1,0.09948620041380614,1.8513163258963816,1.9619427355149306,True
batch1,AUG_curve-d50-n50-g1000-rho0p3-shapearc-r0,50,50,0.3,12.509390801288133,2.2828981087276006,1.3410744068614977,False
batch1,AUG_curve-d10-n200-g10000-rho0p1-shapearc-r0,200,10,0.1,29.867160697067195,1.916417752158303,1.6387659135788828,True
batch1,AUG_curve-d2-n100-g100-rho0p1-shapearc-r0,100,2,0.1,24.973422563791154,1.8292025081065195,1.404424005858505,False
batch1,AUG_curve-d2-n400-g1000-rho0p1-shapearc-r0,400,2,0.1,103.70302752312739,1.64237542350307,1.3548462526396592,True
batch1,AUG_curve-d50-n400-g10000-rho0p1-shapearc-r0,400,50,0.1,101.23737129443467,1.6654536717206347,1.3643631277983546,True
batch1,AUG_curve-d20-n700-g1000-rho0p3-shapearc-r0,700,20,0.3,114.95952225488477,1.7890881040427151,1.5421404531108236,True
batch1,AUG_curve-d50-n700-g10000-rho0p3-shapearc-r0,700,50,0.3,145.18785054371486,1.8621793242834983,1.4404262403011407,True
batch1,AUG_curve-d10-n50-g1000-rho0p3-shapearc-r0,50,10,0.3,5.927393056278975,1.9279561879251534,1.6552426593544969,False
batch1,AUG_curve-d20-n100-g10000-rho0p3-shapearc-r0,100,20,0.3,18.815926648784682,1.7866127600994457,1.5280977359739023,False
batch1,AUG_curve-d2-n700-g10000-rho0p3-shapearc-r0,700,2,0.3,133.86439950204968,1.6895417213924182,1.5032967285566925,True
batch1,AUG_curve-d50-n100-g1000-rho0p1-shapearc-r0,100,50,0.1,22.726458756223924,1.8858268698890372,1.4517360162312178,False
batch1,AUG_curve-d3-n700-g1000-rho0p1-shapearc-r0,700,3,0.1,85.51689526354426,1.9998194090467343,1.6972541665023027,True
batch1,AUG_curve-d5-n400-g1000-rho0p1-shapearc-r0,400,5,0.1,94.42955808631895,1.8258547702065109,1.4009432194545537,True
batch1,AUG_curve-d50-n200-g100-rho0p3-shapearc-r0,200,50,0.3,16.31930998394207,2.019294821679618,1.7391899112527713,True
batch1,AUG_curve-d20-n1000-g10000-rho0p3-shapearc-r0,1000,20,0.3,246.36672491685454,1.753102184768947,1.3396886391451395,True
batch1,AUG_curve-d10-n700-g100-rho0p1-shapearc-r0,700,10,0.1,72.88230036189303,2.065203247520856,1.7560757957712643,True
batch1,AUG_curve-d10-n400-g1000-rho0p1-shapearc-r0,400,10,0.1,86.1539109903778,1.9587709547362653,1.442565376737635,True
batch1,AUG_curve-d50-n1000-g100-rho0p1-shapearc-r0,1000,50,0.1,259.4544449262896,1.6952886767185118,1.354299210517299,True
batch1,AUG_curve-d3-n700-g100-rho0p3-shapearc-r0,700,3,0.3,58.109674543512,2.0668309895608963,1.7467983297306482,True
batch1,AUG_curve-d20-n1000-g1000-rho0p3-shapearc-r0,1000,20,0.3,251.91069583034175,1.6939026488309727,1.3340765159668058,True
batch1,AUG_curve-d5-n1000-g100-rho0p1-shapearc-r0,1000,5,0.1,202.74079316199956,1.7732025248905294,1.515923304014778,True
batch1,AUG_curve-d10-n1000-g1000-rho0p1-shapearc-r0,1000,10,0.1,176.61013281243862,1.958724276688343,1.5597464403949541,True
batch1,AUG_curve-d5-n100-g10000-rho0p1-shapearc-r0,100,5,0.1,20.502419354102432,1.817420223743558,1.482138284111287,False
batch1,AUG_curve-d3-n1000-g100-rho0p1-shapearc-r0,1000,3,0.1,213.9317475448576,1.7341782994214205,1.479389961748458,True
batch1,AUG_curve-d5-n200-g1000-rho0p1-shapearc-r0,200,5,0.1,17.84007402434746,1.6900331495298058,1.810563998405899,True
batch1,AUG_curve-d20-n400-g1000-rho0p1-shapearc-r0,400,20,0.1,41.318845477108034,1.8795561976620048,1.7654831090042948,True
batch1,AUG_curve-d5-n700-g100-rho0p1-shapearc-r0,700,5,0.1,118.41847686331944,1.9049984823303603,1.5853921614423443,True
batch1,AUG_curve-d10-n400-g100-rho0p1-shapearc-r0,400,10,0.1,49.862637458171484,1.954138998311326,1.695754511149971,True
batch1,AUG_curve-d3-n1000-g1000-rho0p3-shapearc-r0,1000,3,0.3,133.14114960033274,2.0295920469369495,1.619789555250165,True
batch1,AUG_curve-d3-n700-g10000-rho0p1-shapearc-r0,700,3,0.1,97.22014033920084,1.9223218414964918,1.67024691247889,True
batch1,AUG_curve-d10-n700-g100-rho0p3-shapearc-r0,700,10,0.3,114.15723429168345,1.9029975445290017,1.539657194890888,True
batch1,AUG_curve-d50-n700-g10000-rho0p1-shapearc-r0,700,50,0.1,94.98023585483159,1.9683455864585362,1.6676151832620127,True
batch1,AUG_curve-d10-n1000-g10000-rho0p3-shapearc-r0,1000,10,0.3,95.24730914182865,2.00847099512358,1.7013612297102585,True
batch1,AUG_subspace-d20-n400-g100-k1-rho0p1-r0,400,20,0.1,0.0996992501640766,1.1105484579012461,1.9487318931264137,True
batch1,AUG_curve-d2-n700-g1000-rho0p3-shapearc-r0,700,2,0.3,73.76729256390587,2.076275504581885,1.6907853773241734,True
batch1,AUG_subspace-d10-n1000-g100-k1-rho0p1-r0,1000,10,0.1,2.4340098479754992,205.6890388021466,1.9377972967948665,True
batch1,AUG_curve-d5-n1000-g100-rho0p3-shapearc-r0,1000,5,0.3,149.6807348850217,1.8991727791920043,1.5717884846761219,True
batch1,AUG_curve-d5-n1000-g1000-rho0p1-shapearc-r0,1000,5,0.1,85.17015577031876,2.0884468140210157,1.8185616892796874,True
batch1,AUG_curve-d20-n1000-g100-rho0p3-shapearc-r0,1000,20,0.3,87.22621405207853,2.016052782596172,1.7213854286701968,True
batch1,AUG_curve-d20-n1000-g1000-rho0p1-shapearc-r0,1000,20,0.1,99.54638941470874,2.0661692359772017,1.7685703371683703,True
batch1,AUG_curve-d2-n1000-g1000-rho0p3-shapearc-r0,1000,2,0.3,143.4084948542895,1.9501199381476813,1.605415454372091,True
batch1,AUG_filament-d2-n200-g10000-n_fil2-rho0p1-sep_rho10-r0,200,2,0.1,9.888281558618129,1.1312392686417654,1.049353239717547,True
batch1,AUG_filament-d3-n400-g10000-n_fil2-rho0p1-sep_rho3-r0,400,3,0.1,2.992439384095629,1.0333154216257416,1.0677815139427675,True
batch1,AUG_filament-d3-n50-g100-n_fil3-rho0p1-sep_rho10-r0,50,3,0.1,9.932955331511206,2.2986687551463216,1.3058237682290332,False
batch1,AUG_filament-d2-n700-g1000-n_fil2-rho0p1-sep_rho10-r0,700,2,0.1,10.01417483378746,1.0066963121848622,1.0177953358639709,True
batch1,AUG_filament-d10-n100-g1000-n_fil3-rho0p1-sep_rho10-r0,100,10,0.1,21.774468401219483,1.758603590397887,1.2642862938642923,False
batch1,AUG_filament-d3-n200-g100-n_fil2-rho0p1-sep_rho3-r0,200,3,0.1,3.0069162038445953,1.0061439147094458,1.0922941875207641,True
batch1,AUG_filament-d50-n200-g1000-n_fil2-rho0p1-sep_rho3-r0,200,50,0.1,3.019783872057432,1.0067754285388264,1.0459954968503882,True
batch1,AUG_filament-d5-n400-g100-n_fil2-rho0p1-sep_rho3-r0,400,5,0.1,2.9840183004843426,1.1563069661513832,1.0515105004884457,True
batch1,AUG_filament-d5-n700-g1000-n_fil2-rho0p1-sep_rho3-r0,700,5,0.1,3.0179692866812258,1.0026232762930964,1.0458716663675596,True
batch1,AUG_filament-d2-n200-g100-n_fil2-rho0p1-sep_rho3-r0,200,2,0.1,3.0592525366137244,1.016845775240593,1.0815775212795848,True
batch1,AUG_filament-d2-n100-g1000-n_fil2-rho0p1-sep_rho10-r0,100,2,0.1,10.04520717133767,1.019766696719008,1.0958186551816071,False
batch1,AUG_filament-d50-n400-g100-n_fil2-rho0p1-sep_rho10-r0,400,50,0.1,9.974388625344718,1.0446385333003905,1.0251546489427548,True
batch1,AUG_filament-d5-n400-g10000-n_fil3-rho0p1-sep_rho3-r0,400,5,0.1,7.176429821710785,1.5950359417608502,1.0843582859421217,True
batch1,AUG_filament-d20-n400-g1000-n_fil3-rho0p1-sep_rho3-r0,400,20,0.1,7.2862995869910945,1.540911992364023,1.0876230030196525,True
batch1,AUG_filament-d10-n200-g1000-n_fil3-rho0p1-sep_rho3-r0,200,10,0.1,7.07375125980819,1.6529083998102578,1.095278670865428,True
batch1,AUG_filament-d5-n200-g100-n_fil2-rho0p1-sep_rho3-r0,200,5,0.1,3.0433256575786993,1.0025731680676615,1.056316113788252,True
batch1,AUG_filament-d20-n200-g100-n_fil3-rho0p1-sep_rho3-r0,200,20,0.1,7.522075805512791,1.4546882650410815,1.1314689802427509,True
batch1,AUG_filament-d2-n100-g1000-n_fil3-rho0p1-sep_rho3-r0,100,2,0.1,7.392760290865149,1.5860976130091222,1.0956688886274388,False
batch1,AUG_filament-d2-n100-g1000-n_fil2-rho0p1-sep_rho3-r0,100,2,0.1,3.023895333273715,1.0714583084267422,1.0552523137266479,False
batch1,AUG_filament-d10-n400-g1000-n_fil3-rho0p1-sep_rho3-r0,400,10,0.1,7.344937090710426,1.517728845756219,1.0959826485727442,True
batch1,AUG_filament-d2-n400-g10000-n_fil2-rho0p1-sep_rho10-r0,400,2,0.1,10.032002018913554,1.030048737707659,1.0268506394712205,True
batch1,AUG_filament-d2-n400-g1000-n_fil2-rho0p1-sep_rho10-r0,400,2,0.1,10.023068613318893,1.0231514248388394,1.025165849806359,True
batch1,AUG_subspace-d5-n700-g10000-k2-rho0p3-r0,700,5,0.3,133.52220957275193,2.5256575104760173,1.1138695318370784,True
batch1,AUG_subspace-d10-n1000-g100-k3-rho0p1-r0,1000,10,0.1,247.33706679415366,1.7042035708898473,1.1147099715330422,True
batch1,AUG_subspace-d5-n50-g100-k3-rho0p3-r0,50,5,0.3,13.565581221661393,1.4988892653425676,1.1421571780329032,False
batch1,AUG_subspace-d20-n400-g10000-k2-rho0p3-r0,400,20,0.3,65.3902923919607,2.499743760416312,1.1164999875403563,True
batch1,AUG_subspace-d10-n200-g100-k2-rho0p1-r0,200,10,0.1,38.32489150992803,2.6065428341658685,1.1835779146316086,True
batch1,AUG_subspace-d20-n1000-g10000-k3-rho0p1-r0,1000,20,0.1,214.04910764727543,1.910681487262713,1.1162823832126296,True
batch1,AUG_subspace-d20-n200-g1000-k2-rho0p1-r0,200,20,0.1,35.64139371863944,2.6992654350090755,1.1797389219705106,True
batch1,AUG_subspace-d50-n200-g10000-k3-rho0p3-r0,200,50,0.3,43.62366652302606,1.6717655646598149,1.0931604946338553,True
batch1,AUG_subspace-d20-n400-g1000-k3-rho0p1-r0,400,20,0.1,82.82502909717482,1.886261524506799,1.1469128941804392,True
batch1,AUG_subspace-d50-n200-g1000-k2-rho0p1-r0,200,50,0.1,32.96246784498889,3.1359082233122173,1.145104312444083,True
batch1,AUG_subspace-d10-n700-g1000-k3-rho0p3-r0,700,10,0.3,175.42241946816716,1.7860788439092747,1.1032935017914036,True
batch1,AUG_subspace-d5-n700-g10000-k3-rho0p1-r0,700,5,0.1,181.54063314218982,1.745837945540046,1.1071761377965001,True
batch1,AUG_filament-d20-n700-g1000-n_fil3-rho0p1-sep_rho3-r0,700,20,0.1,7.3084772942332235,1.5357040315436181,1.0865017017404637,True
batch1,AUG_subspace-d5-n700-g100-k3-rho0p1-r0,700,5,0.1,177.73530702445288,1.6243771302521481,1.1086901735191803,True
batch1,AUG_subspace-d3-n400-g1000-k2-rho0p1-r0,400,3,0.1,82.49921082801815,2.08707104165266,1.12822656846645,True
batch1,AUG_subspace-d5-n400-g10000-k2-rho0p3-r0,400,5,0.3,76.3317768582397,2.8116923392563105,1.1232177038248485,True
batch1,AUG_filament-d5-n700-g100-n_fil3-rho0p1-sep_rho3-r0,700,5,0.1,7.575292886295045,1.4295907500388534,1.086983243249454,True
batch1,AUG_subspace-d10-n400-g1000-k2-rho0p3-r0,400,10,0.3,70.18417460421568,2.4672678542134268,1.1135731314558592,True
batch1,AUG_subspace-d3-n1000-g10000-k2-rho0p3-r0,1000,3,0.3,228.45225821324738,2.271624974259162,1.0986719283526412,True
batch1,AUG_curve-d3-n100-g1000-rho0p3-shapespiral-r0,100,3,0.3,19.34679119240139,3.6078318692842632,1.097249343678193,False
batch1,AUG_curve-d20-n100-g1000-rho0p1-shapesinusoid-r0,100,20,0.1,17.31969941316002,1.5176314329095344,1.1561411660768293,False
batch1,AUG_filament-d10-n200-g100-n_fil3-rho0p1-sep_rho10-r0,200,10,0.1,24.51365189979939,1.5304206728058838,1.2360357837476585,True
batch1,AUG_curve-d10-n400-g100-rho0p3-shapespiral-r0,400,10,0.3,89.81432055782919,2.6216835018177074,1.09819476503189,True
batch1,AUG_curve-d10-n700-g100-rho0p1-shapesinusoid-r0,700,10,0.1,125.70110903915057,1.5856843732072603,1.1935620316146427,True
batch1,AUG_curve-d3-n1000-g100-rho0p1-shapespiral-r0,1000,3,0.1,221.09712765271092,2.5381961631137626,1.136668736917167,True
batch1,AUG_curve-d2-n1000-g10000-rho0p1-shapesinusoid-r0,1000,2,0.1,177.7577889450811,1.5174042588594008,1.1731316125246702,True
batch1,AUG_curve-d10-n400-g100-rho0p3-shapesinusoid-r0,400,10,0.3,65.35599833572522,1.7646260494462642,1.1348664797663728,True
batch1,AUG_filament-d10-n200-g10000-n_fil3-rho0p1-sep_rho10-r0,200,10,0.1,24.452230625713256,1.510336796706152,1.2493603697832794,True
batch1,AUG_curve-d50-n1000-g1000-rho0p1-shapesinusoid-r0,1000,50,0.1,173.20136818627344,1.6304014757270613,1.1173279366814193,True
batch1,AUG_curve-d20-n1000-g1000-rho0p3-shapespiral-r0,1000,20,0.3,214.9036382563139,2.639868192548699,1.0719066237403152,True
batch1,AUG_curve-d10-n200-g100-rho0p1-shapespiral-r0,200,10,0.1,42.18447362428613,2.6470900722655752,1.0625714197257492,True
batch1,AUG_curve-d3-n1000-g100-rho0p3-shapespiral-r0,1000,3,0.3,217.55646722765417,2.6673021499384126,1.1166531727659843,True
batch1,AUG_curve-d10-n400-g100-rho0p1-shapesinusoid-r0,400,10,0.1,69.90122941246743,1.5505890081183127,1.126563726999353,True
batch1,AUG_filament-d20-n700-g100-n_fil3-rho0p1-sep_rho3-r0,700,20,0.1,7.315030447771747,1.534689413607693,1.087222868954161,True
batch1,AUG_curve-d50-n1000-g100-rho0p3-shapespiral-r0,1000,50,0.3,217.4824797943394,2.584651770247172,1.072736926087996,True
batch1,AUG_subspace-d3-n1000-g100-k2-rho0p3-r0,1000,3,0.3,212.63426291315912,2.205977802188077,1.1138990086453764,True
batch1,AUG_curve-d10-n200-g1000-rho0p1-shapesinusoid-r0,200,10,0.1,33.50169684834729,1.8786522323659374,1.1143006472297874,True
batch1,AUG_subspace-d10-n700-g1000-k2-rho0p3-r0,700,10,0.3,122.93664355082315,2.6463776435341853,1.1062782568698566,True
batch1,AUG_filament-d10-n1000-g10000-n_fil3-rho0p1-sep_rho3-r0,1000,10,0.1,7.200819353360448,1.5698137826282486,1.0925172139959278,True
batch1,AUG_subspace-d3-n700-g100-k2-rho0p1-r0,700,3,0.1,165.43230351483794,2.082751121997357,1.1090596646712645,True
batch1,AUG_filament-d50-n700-g100-n_fil3-rho0p1-sep_rho10-r0,700,50,0.1,24.692844557197155,1.4881476018823527,1.2974182680454887,True
batch1,AUG_curve-d50-n100-g100-rho0p3-shapespiral-r0,100,50,0.3,17.573159440075816,3.339745348779177,1.1555361466567384,False
batch1,AUG_curve-d2-n100-g1000-rho0p3-shapespiral-r0,100,2,0.3,21.147590941164466,2.82438048487555,1.114142868879094,False
batch1,AUG_curve-d50-n100-g1000-rho0p1-shapespiral-r0,100,50,0.1,20.844272456923008,2.642058660192961,1.1624188721485467,False
batch1,AUG_curve-d2-n400-g10000-rho0p3-shapesinusoid-r0,400,2,0.3,68.07506282733357,2.003801350130178,1.3960793497334598,True
batch1,AUG_curve-d2-n400-g100-rho0p3-shapesinusoid-r0,400,2,0.3,72.85532073114557,1.551769758247113,1.3372025875580633,True
batch1,AUG_curve-d50-n200-g10000-rho0p1-shapespiral-r0,200,50,0.1,42.22938199687949,2.6120490128153317,1.1251298461840678,True
batch1,AUG_curve-d50-n100-g10000-rho0p3-shapesinusoid-r0,100,50,0.3,17.18832136641202,1.7738222481293986,1.2504207472865017,False
batch1,AUG_curve-d2-n400-g10000-rho0p1-shapesinusoid-r0,400,2,0.1,70.08971246303655,1.5498419448645633,1.1672921830184444,True
batch1,AUG_filament-d50-n700-g1000-n_fil3-rho0p1-sep_rho10-r0,700,50,0.1,24.73668245411425,1.4857976602510488,1.292102089292984,True
batch1,AUG_curve-d5-n100-g100-rho0p1-shapesinusoid-r0,100,5,0.1,16.939041943189846,2.195251969138491,1.162578324393427,False
batch1,AUG_curve-d3-n200-g100-rho0p1-shapespiral-r0,200,3,0.1,40.27752201702696,2.763800888278851,1.085418976118931,True
batch1,AUG_curve-d20-n700-g10000-rho0p1-shapesinusoid-r0,700,20,0.1,122.69716870410501,1.5910122436991272,1.346831787325214,True
batch1,AUG_curve-d2-n100-g1000-rho0p3-shapesinusoid-r0,100,2,0.3,17.649451520531258,1.5494254849349438,1.176454370288722,False
batch1,AUG_curve-d10-n1000-g100-rho0p1-shapespiral-r0,1000,10,0.1,207.63931163982525,2.7056332288796217,1.07744741120346,True
batch1,AUG_curve-d3-n1000-g10000-rho0p1-shapespiral-r0,1000,3,0.1,226.90282422440967,2.4962741864070943,1.1283219860742526,True
batch1,AUG_curve-d50-n1000-g10000-rho0p3-shapespiral-r0,1000,50,0.3,227.26165582803802,2.3409699349506523,1.1556436431121455,True
batch1,AUG_curve-d5-n1000-g1000-rho0p3-shapespiral-r0,1000,5,0.3,224.1798945682698,2.6300136357404784,1.0804679816258358,True
batch1,AUG_curve-d10-n400-g10000-rho0p3-shapespiral-r0,400,10,0.3,90.48728653540935,2.4342191787787533,1.1210043084321133,True
batch1,AUG_curve-d50-n400-g1000-rho0p3-shapespiral-r0,400,50,0.3,90.1752530299822,2.4996169024849224,1.0515903349077727,True
batch1,AUG_curve-d2-n1000-g1000-rho0p3-shapespiral-r0,1000,2,0.3,220.67986615354056,2.5500691866009992,1.1103148113397348,True
batch1,AUG_curve-d3-n100-g100-rho0p3-shapesinusoid-r0,100,3,0.3,17.990024083335502,1.873444457918198,1.1787438898778817,False
batch1,AUG_curve-d50-n1000-g1000-rho0p3-shapesinusoid-r0,1000,50,0.3,165.74877410251003,1.7832197308927238,1.295014616970323,True
batch1,AUG_curve-d10-n1000-g10000-rho0p3-shapesinusoid-r0,1000,10,0.3,178.59882987302234,1.7181444944841062,1.2592986526407455,True
batch1,AUG_curve-d3-n200-g100-rho0p3-shapespiral-r0,200,3,0.3,50.085002269774265,2.939419616520962,1.0932056852104357,True
batch1,AUG_curve-d20-n200-g10000-rho0p3-shapespiral-r0,200,20,0.3,42.614281202342355,2.589920664171971,1.0877286950540543,True
batch1,AUG_curve-d10-n50-g100-rho0p1-shapesinusoid-r0,50,10,0.1,8.940148018039125,1.5438012700304298,1.2095540254616581,False
batch1,AUG_curve-d10-n1000-g100-rho0p3-shapespiral-r0,1000,10,0.3,229.282737866717,2.403147899102528,1.1519341940641739,True
batch1,AUG_curve-d20-n100-g10000-rho0p1-shapespiral-r0,100,20,0.1,20.687978229088163,2.825001218148151,1.0960895081612234,False
batch1,AUG_curve-d5-n100-g100-rho0p1-shapespiral-r0,100,5,0.1,20.712654338695323,2.662125521628185,1.104626997346339,False
batch1,AUG_curve-d20-n200-g10000-rho0p1-shapesinusoid-r0,200,20,0.1,36.29390824470294,1.8210359231230382,1.1853144881607722,True
batch1,AUG_curve-d50-n400-g10000-rho0p3-shapesinusoid-r0,400,50,0.3,71.02738183313876,1.8276613705425944,1.2255959098697833,True
batch1,AUG_curve-d50-n200-g1000-rho0p1-shapespiral-r0,200,50,0.1,42.60872660293996,2.8307068555484065,1.057742735570232,True
batch1,AUG_curve-d3-n400-g1000-rho0p3-shapespiral-r0,400,3,0.3,88.42624741087147,2.5243098811729743,1.0768858932732923,True
batch1,AUG_curve-d50-n400-g10000-rho0p1-shapesinusoid-r0,400,50,0.1,68.38763106751553,1.8443879205487252,1.109840521659373,True
batch1,AUG_curve-d50-n700-g100-rho0p3-shapespiral-r0,700,50,0.3,156.64918208274105,2.453876162095666,1.1078466422795243,True
